DateTime,Ts_C,VWC_5 ,VWC_20 ,VWC_50 ,Rn_Wm2 ,u_ms,udir,Depth_m,Ta_C,RH,Rs_in,Rs_out,Rl_in,Rl_out,Rs_net,Rl_net,albedo,Rn
2/2/2021 17:00,-0.413209,0.06800745,0.06980415,0.1560906,-26.97445,1.466875,,0.027,6.646,44.75,6.934,1.322,259.7,334.2,5.596,-75.33,0.187,-69.73
2/2/2021 18:00,-0.3594098,0.06862636,0.08140732,0.1563517,-55.59419,1.209305,,0.027,4.404,55.63,-0.006,-0.047,250.4,324,0.037,-74.51,-0.093,-74.47
2/2/2021 19:00,-0.3168205,0.06913356,0.09605429,0.1567522,-62.84725,1.4975,,0.026,1.988,66.81,-0.689,0.057,243.8,318.5,-0.759,-75.57,-0.159,-76.33
2/2/2021 20:00,-0.2849231,0.06954031,0.1066034,0.1572754,-55.93071,1.578749,,0.026,0.888,69.13,-0.543,0.138,251.6,316,-0.682,-65.23,-0.356,-65.91
2/2/2021 21:00,-0.2629849,0.06995156,0.1136819,0.157757,-39.69159,1.608125,,0.027,0.894,65.45,-0.325,0.187,273.1,317.1,-0.503,-44.86,-6.42,-45.36
2/2/2021 22:00,-0.253911,0.07036854,0.1187605,0.1582116,-27.36838,1.55,,0.027,1.955,60.69,-0.244,0.11,285.6,319.7,-0.347,-34.95,-1.805,-35.3
2/2/2021 23:00,-0.2475733,0.07077269,0.1227531,0.1585908,-30.17326,1.481666,,0.027,3.301,62.1,-0.326,-0.027,285.2,321.8,-0.3,-37.68,-1.782,-37.98
2/3/2021 0:00,-0.2417211,0.07110251,0.1259759,0.1589275,-23.69905,1.779583,,0.027,4.171,54.96,-0.426,-0.113,288,323.8,-0.308,-36.6,0.821,-36.91
2/3/2021 1:00,-0.2360626,0.0713896,0.1286047,0.1592169,-26.29894,1.351666,,0.026,3.449,68.81,-0.571,-0.276,283.2,321.9,-0.288,-39.63,0.512,-39.92
2/3/2021 2:00,-0.2252457,0.07160172,0.1308305,0.1594446,-56.24948,1.531805,,0.028,2.113,59.05,-0.548,0.212,250.7,317.1,-0.781,-67.36,-0.619,-68.15
2/3/2021 3:00,-0.2256805,0.07175055,0.1328629,0.1596413,-64.61656,1.790069,,0.027,3.17,60.33,-0.674,-0.012,246.3,317.9,-0.646,-72.67,0.057,-73.32
2/3/2021 4:00,-0.2276273,0.07187522,0.1346275,0.1598362,-32.64433,1.668959,,0.028,3.087,57.73,-0.364,0.015,283.1,320.8,-0.328,-38.91,-1.838,-39.24
2/3/2021 5:00,-0.2344774,0.07193109,0.136073,0.1599507,-41.56939,1.627153,,0.028,3.857,59.39,-0.484,-0.083,274.2,321.9,-0.417,-48.49,0.831,-48.91
2/3/2021 6:00,-0.238225,0.07195405,0.1373796,0.1600363,-38.62875,1.507083,,0.029,3.884,60.32,-0.486,-0.064,276.5,322.5,-0.417,-46.7,0.162,-47.12
2/3/2021 7:00,-0.2389536,0.07196796,0.1384665,0.1601134,-30.84318,1.491181,,0.028,3.154,59.21,-0.357,-0.105,283.7,321.3,-0.247,-38.58,0.002,-38.83
2/3/2021 8:00,-0.2489336,0.07193194,0.1392878,0.1602134,-8.46065,1.414098,,0.028,3.75,58.54,4.546,1.049,297.7,324.9,3.492,-27.9,0.31,-24.41
2/3/2021 9:00,-0.2525245,0.07198178,0.1400572,0.1602204,23.55257,1.306875,,0.028,4.413,53.47,12.55,2.46,308,329.4,10.1,-21.88,0.195,-11.78
2/3/2021 10:00,-0.2532102,0.07210443,0.1407442,0.1602034,56.41901,1.073889,,0.027,4.934,47.32,21.3,3.827,313.3,333.1,17.47,-20.86,0.175,-3.389
2/3/2021 11:00,-0.2431965,0.07226342,0.1414673,0.1601904,47.70814,1.216181,,0.027,4.961,44.84,18.51,2.876,314.1,333.2,15.64,-20.19,0.154,-4.549
2/3/2021 12:00,-0.2319183,0.0726535,0.142187,0.1600195,132.3088,1.613403,,0.027,5.301,41.39,48.63,9.07,305.8,341.4,39.56,-36.38,0.185,3.185
2/3/2021 13:00,-0.2236009,0.0730494,0.1429877,0.1598778,90.73783,1.808124,,0.026,4.722,47.74,31.96,5.11,309.8,338.1,26.83,-29.32,0.158,-2.489
2/3/2021 14:00,-0.2138658,0.07318562,0.1444587,0.1598712,103.5061,1.557431,,0.027,4.513,36.88,38.14,6.885,301.2,339.6,31.23,-39.3,0.175,-8.07
2/3/2021 15:00,-0.2140716,0.07339787,0.1469279,0.1598944,14.9841,1.49382,,0.026,2.01,80.9,10.78,1.801,313.3,327.2,8.96,-14.83,0.19,-5.876
2/3/2021 16:00,-0.2003354,0.07363284,0.1498769,0.1599787,-13.26671,1.063332,,0.091,-0.624,82.3,4.58,6.956,312.4,316.6,-2.389,-5.115,1.486,-7.505
2/3/2021 17:00,-0.1888652,0.07379947,0.1523075,0.1600064,-8.374856,0.2394445,,-0.02,-2.279,86.9,3.323,6.573,301.7,308,-3.253,-5.819,2.047,-9.07
2/3/2021 18:00,-0.1779332,0.07396479,0.1542299,0.1600436,-3.105381,0.4314583,,0.339,-3.438,90.8,0.163,0.639,297.5,302,-0.473,-3.035,1.104,-3.508
2/3/2021 19:00,-0.1669161,0.07416821,0.1556647,0.1600582,0.2959278,0.5090277,,0.06,-4.645,85.8,-0.189,-0.081,297.4,297.2,-0.111,0.486,0.427,0.374
2/3/2021 20:00,-0.1558321,0.07436423,0.1567421,0.1600822,-3.799002,0.9027777,,0.207,-5.936,79.8,-0.347,-0.038,292.1,289.9,-0.305,1.743,0.135,1.439
2/3/2021 21:00,-0.1470845,0.07453938,0.1574818,0.1601223,-6.82436,0.7679862,,0.051,-6.055,74.83,-0.382,0.006,290.9,287.6,-0.392,2.803,-0.014,2.41
2/3/2021 22:00,-0.1429151,0.07473139,0.1580519,0.1601984,-5.439241,0.61,,0.063,-6.455,66.81,-0.373,0.003,288.9,286.1,-0.38,2.517,0.014,2.137
2/3/2021 23:00,-0.1358381,0.07491265,0.1584254,0.1602769,-10.04688,1.209791,,0.035,-6.376,74.16,-0.626,0.036,286.3,282.7,-0.655,3.614,-0.004,2.958
2/4/2021 0:00,-0.1303148,0.07508977,0.1585861,0.1603052,-3.328672,0,,0.133,-7.058,79.87,-0.383,0.009,280.8,282.4,-0.392,-1.869,-0.021,-2.261
2/4/2021 1:00,-0.1288516,0.07529308,0.1587114,0.1603754,-2.300535,0,,0.054,-7.338,80.6,-0.367,0.022,273.7,281.7,-0.388,-8.28,-0.082,-8.67
2/4/2021 2:00,-0.1214856,0.07547021,0.1588233,0.1603477,-0.8814038,0,,0.055,-7.765,81.5,-0.464,-0.017,261,278.3,-0.443,-18.02,0.014,-18.46
2/4/2021 3:00,-0.1188101,0.07566809,0.1588647,0.1603679,-1.306761,0,,0.054,-8.25,82,-0.478,-0.001,257.3,276.3,-0.477,-20.8,-0.056,-21.27
2/4/2021 4:00,-0.1079282,0.07581621,0.1588432,0.1603745,0.7141342,0.8664584,,0.054,-10.35,82.1,-0.65,0.033,230,264.4,-0.686,-35.96,-0.251,-36.64
2/4/2021 5:00,-0.1043875,0.07597522,0.1588141,0.160362,-10.91942,1.260069,,0.079,-8.65,72.76,-0.43,0.151,247.6,274,-0.574,-28.28,-0.322,-28.86
2/4/2021 6:00,-0.1057994,0.07619587,0.1587565,0.1603717,-5.967435,1.420833,,0.123,-9.04,72.59,-0.245,0.007,265.4,277,-0.253,-13.6,-0.091,-13.86
2/4/2021 7:00,-0.1047429,0.07635529,0.1586743,0.1603653,-4.94748,1.520902,,0.08,-9.67,77.14,-0.154,0.019,268.8,275.9,-0.179,-9.07,-0.339,-9.25
2/4/2021 8:00,-0.1014659,0.07652373,0.158561,0.1603703,-11.87945,1.285972,,0.096,-9.68,77.05,3.688,7.462,266.7,276.1,-3.781,-11.3,3,-15.08
2/4/2021 9:00,-0.103919,0.07667517,0.1584066,0.1603941,-36.77742,1.305972,,0.271,-9.12,68.66,19.16,36.94,267.2,278.5,-17.79,-12.73,1.932,-30.51
2/4/2021 10:00,-0.1021538,0.07683099,0.1582956,0.1603335,-64.13315,1.738681,,0.02,-8.42,66.44,36.67,70.17,267.4,281.9,-33.47,-14.67,1.914,-48.15
2/4/2021 11:00,-0.1021929,0.07700011,0.1581762,0.1603183,-83.6305,2.061875,,1.024,-7.555,62.12,49.09,95.6,257.7,284,-46.52,-26.73,1.946,-73.26
2/4/2021 12:00,-0.08713803,0.0771063,0.1579879,0.1602485,-76.51528,1.832915,,1.114,-6.848,57.74,57.51,112.1,258.3,286.9,-54.78,-28.67,1.952,-83.5
2/4/2021 13:00,-0.09519348,0.07729285,0.1578572,0.1601967,-157.2051,1.962291,,0.299,-5.57,54.95,110.4,218.6,257.6,297.9,-109.3,-40.26,1.989,-149.5
2/4/2021 14:00,-0.09909422,0.07748583,0.1577419,0.1601697,-117.5574,2.575347,,0.135,-6.382,57.74,78.26,148.7,261.1,292.9,-70.43,-30.29,1.91,-100.7
2/4/2021 15:00,-0.0929874,0.07764027,0.1576253,0.1601534,-82.78254,2.587153,,0.011,-6.529,61.12,55.49,98.7,256.1,289.5,-43.34,-32.81,1.782,-76.16
2/4/2021 16:00,-0.08397929,0.07770611,0.1574767,0.1601412,-32.84658,2.577361,,0.01,-6.88,62.77,18.95,34.21,269.3,286.3,-15.26,-17.28,1.808,-32.53
2/4/2021 17:00,-0.09588242,0.07785087,0.1573846,0.1601655,-21.1433,2.460694,,0.03,-7.372,64.26,5.742,10.66,269.7,284.2,-4.923,-14.56,1.953,-19.49
2/4/2021 18:00,-0.09395412,0.07798526,0.15725,0.160165,-21.55285,1.979583,,0.037,-7.524,65.32,0.215,0.844,266.2,282.7,-0.624,-16.6,1.436,-17.23
2/4/2021 19:00,-0.09872326,0.0781084,0.1571724,0.1601807,-21.65879,1.601389,,0.037,-7.36,59.99,-0.17,0.033,268.7,283.3,-0.203,-14.83,-0.209,-15.04
2/4/2021 20:00,-0.09724019,0.07822475,0.1570519,0.1601598,-15.72144,1.491458,,0.032,-7.7,76.43,-0.136,-0.017,274.7,284,-0.12,-9.34,0.102,-9.46
2/4/2021 21:00,-0.09156935,0.07833026,0.1569897,0.1601658,-8.634523,1.584514,,0.062,-8.34,80.3,-0.097,0.02,278.4,283.3,-0.119,-6.072,-0.272,-6.191
2/4/2021 22:00,-0.0903962,0.07843387,0.1569172,0.1601615,-9.148738,0.9968749,,-0.013,-8.46,77.86,-0.108,0.05,278,282.6,-0.158,-6.451,-0.519,-6.609
2/4/2021 23:00,-0.09127731,0.0785529,0.1568241,0.1601437,-11.98461,1.216389,,0.29,-8.35,68.23,-0.109,0.037,274.3,281.1,-0.148,-8.73,-0.372,-8.87
2/5/2021 0:00,-0.09344889,0.07862951,0.1567082,0.1600962,-15.04114,1.226388,,0.31,-8.24,66.34,-0.155,0,269.7,279.9,-0.153,-12.15,-0.001,-12.3
2/5/2021 1:00,-0.09579603,0.07868759,0.1566178,0.1600697,-15.56727,1.725347,,0.298,-8.55,62.98,-0.116,0,269.9,278.8,-0.114,-11.18,-0.051,-11.3
2/5/2021 2:00,-0.0953353,0.07870333,0.156557,0.160039,-10.14703,1.076527,,0.117,-9.11,77.21,-0.114,0.003,272.6,278.9,-0.116,-8.41,-0.049,-8.53
2/5/2021 3:00,-0.09292102,0.07871626,0.1564402,0.1600448,-7.959878,0.9065972,,0.087,-9.34,77.3,-0.092,0.04,272.8,278.7,-0.132,-8.17,-0.502,-8.3
2/5/2021 4:00,-0.09608052,0.0787627,0.1563561,0.1599939,-11.99563,1.431389,,0.546,-9.06,69.11,-0.097,0.036,268,277.6,-0.135,-11.41,-0.466,-11.54
2/5/2021 5:00,-0.1011252,0.0787522,0.1562634,0.1599692,-12.48692,1.249861,,0.358,-8.82,70.1,-0.084,0.018,270.9,278.3,-0.106,-9.6,-0.382,-9.71
2/5/2021 6:00,-0.1016365,0.07872267,0.1561688,0.1599572,-9.237533,1.265417,,0.24,-9.02,78.76,-0.1,-0.003,271.9,278.4,-0.094,-8.53,0.048,-8.62
2/5/2021 7:00,-0.1035808,0.07869284,0.1560641,0.1599184,-7.903995,1.472708,,0.33,-9.31,79.86,-0.077,0.042,271.6,277.8,-0.119,-8.45,1.445,-8.57
2/5/2021 8:00,-0.104699,0.07863953,0.1559912,0.1599221,-8.95179,1.402083,,0.191,-9.46,81.6,1.619,3.579,272.6,277.4,-1.964,-6.797,2.57,-8.76
2/5/2021 9:00,-0.1085736,0.07857565,0.1559339,0.1599036,-18.37517,1.113125,,0.065,-9.1,81.7,8.52,17.85,275.4,279.3,-9.33,-5.777,2.103,-15.11
2/5/2021 10:00,-0.1166378,0.07850888,0.155874,0.1598604,-24.28568,0.9268053,,0.161,-8.48,83,12.26,26.23,277.3,281.9,-13.98,-4.747,2.142,-18.72
2/5/2021 11:00,-0.1224196,0.07844815,0.1558709,0.159842,-39.90635,1.199166,,0.211,-7.79,84.4,23.3,49.38,280.2,285.1,-26.06,-5.251,2.121,-31.31
2/5/2021 12:00,-0.1277278,0.07835747,0.1558189,0.1597748,-53.47505,1.096319,,0.178,-7.122,79.33,30.71,65.18,282.7,287.8,-34.48,-5.576,2.125,-40.06
2/5/2021 13:00,-0.1315256,0.07826216,0.1557617,0.159697,-66.29646,1.573681,,0.265,-6.497,78.12,40.78,85.6,284,290.2,-44.83,-6.254,2.1,-51.08
2/5/2021 14:00,-0.1368718,0.07816724,0.155713,0.1596625,-62.21096,1.34743,,0.224,-6.084,78.33,37.34,78.75,283.6,291.4,-41.38,-6.546,2.109,-47.93
2/5/2021 15:00,-0.1400468,0.07811262,0.1557238,0.1596611,-42.31686,1.540972,,0.352,-6.298,79.13,26.53,56.11,285.6,290.4,-29.59,-5.427,2.118,-35.02
2/5/2021 16:00,-0.1443314,0.07803679,0.1557167,0.1596285,-33.75831,1.617917,,0.212,-6.024,78.08,18.96,40.04,284.6,290.3,-21.04,-6.219,2.119,-27.26
2/5/2021 17:00,-0.1534129,0.0779962,0.1556902,0.1596093,-17.02794,1.340417,,0.087,-6.078,76.48,5.931,13.05,281.7,288.6,-7.116,-7.157,2.226,-14.27
2/5/2021 18:00,-0.1541674,0.07795595,0.1556825,0.1595965,-7.5945,1.189653,,0.341,-6.219,81.8,0.37,0.963,285.4,288.8,-0.597,-3.651,-3.738,-4.248
2/5/2021 19:00,-0.1554337,0.07793739,0.1556585,0.1595486,-8.422022,1.352569,,0.39,-5.98,73.32,-0.057,0.011,284.9,289.1,-0.072,-4.538,0.266,-4.61
2/5/2021 20:00,-0.1621072,0.07792723,0.1556832,0.1596944,-12.88898,1.15493,,0.518,-5.408,69.21,-0.101,-0.05,279.8,288.4,-0.054,-9.04,0.705,-9.09
2/5/2021 21:00,-0.1626572,0.07789543,0.1556033,0.1595817,-8.650618,0.9913883,,0.238,-5.841,73.19,-0.104,-0.061,282,288.1,-0.036,-6.283,4.009,-6.319
2/5/2021 22:00,-0.1655376,0.07785875,0.1555352,0.1595453,-9.40467,0.2202778,,0.083,-5.955,73.38,-0.128,-0.07,277.5,286.6,-0.056,-9.22,0.324,-9.28
2/5/2021 23:00,-0.1636105,0.07785839,0.1555259,0.1594917,-13.74429,0.982986,,0.083,-6.05,67.46,-0.129,-0.051,273.5,284.9,-0.077,-11.84,0.259,-11.92
2/6/2021 0:00,-0.1621006,0.07784691,0.1555603,0.1594742,-7.84291,0.8586807,,0.147,-6.428,81.7,-0.09,-0.071,282.6,286.5,-0.018,-4.438,0.74,-4.455
2/6/2021 1:00,-0.157865,0.07782639,0.1555619,0.1594458,-2.866872,0.2683333,,0.242,-7.074,85.3,-0.106,-0.024,283,286,-0.08,-3.241,0.145,-3.321
2/6/2021 2:00,-0.1584965,0.07783204,0.1556016,0.1594376,-4.699028,0.2754861,,0.175,-7.047,85.3,-0.106,-0.027,281.4,285.1,-0.08,-3.722,0.296,-3.802
2/6/2021 3:00,-0.1612411,0.07783598,0.1556187,0.1594335,-4.817082,1.437916,,0.431,-7.145,77.4,-0.066,-0.008,281.5,284.6,-0.066,-3.134,0.224,-3.2
2/6/2021 4:00,-0.1612854,0.07781757,0.1556493,0.1594012,-4.912652,1.003819,,0.369,-7.175,76.68,-0.096,-0.061,278.4,283.1,-0.041,-4.808,-0.085,-4.849
2/6/2021 5:00,-0.1614877,0.0777588,0.155666,0.1593492,-5.393831,0.8278472,,0.159,-7.565,74.13,-0.099,-0.033,275,281.4,-0.061,-6.549,-0.432,-6.61
2/6/2021 6:00,-0.1593902,0.07776038,0.1556787,0.1593179,-5.966342,0.5340974,,0.183,-7.658,71.47,-0.07,-0.034,272.9,280.4,-0.038,-7.343,2.702,-7.381
2/6/2021 7:00,-0.1564984,0.07780503,0.1556458,0.1593458,-5.802752,0.1436805,,0.113,-7.639,74.35,-0.072,0.015,274,280.7,-0.081,-6.577,0.595,-6.658
2/6/2021 8:00,-0.1570577,0.07781398,0.1556614,0.1594076,-14.92738,0.4146527,,0.113,-7.35,71.22,4.197,9.1,273.9,281.5,-4.907,-7.71,2.267,-12.62
2/6/2021 9:00,-0.1621027,0.07781567,0.1556806,0.1593214,-40.76954,0.9031252,,0.61,-6.86,68.46,20.51,43.74,276.2,284.6,-23.24,-8.86,2.138,-32.1
2/6/2021 10:00,-0.1449491,0.07780944,0.1556959,0.1592005,-48.77116,1.066041,,0.265,-6.479,62.12,26.21,56.6,276,286,-30.41,-10.42,2.163,-40.83
2/6/2021 11:00,-0.1424264,0.07778134,0.155686,0.1591768,-79.00343,1.370833,,0.562,-5.601,61.96,46.2,97.8,274.8,289.9,-51.58,-13.59,2.118,-65.18
2/6/2021 12:00,-0.1489502,0.07778525,0.1557423,0.1591149,-80.89886,1.144305,,0.122,-5.082,61.92,46.41,97.9,276.9,291.8,-51.58,-13.53,2.111,-65.11
2/6/2021 13:00,-0.1494903,0.07779658,0.1557408,0.1590695,-68.22839,1.341319,,0.476,-5.144,65.27,40.8,86.3,279.4,292,-45.47,-10.99,2.115,-56.46
2/6/2021 14:00,-0.1473667,0.07785524,0.1557897,0.1590303,-63.98009,1.545208,,0.313,-5.193,63.97,36.76,78.7,280,291.3,-41.9,-9.96,2.141,-51.86
2/6/2021 15:00,-0.1480325,0.07783212,0.1557904,0.159009,-42.25671,0.7590276,,0.311,-5.526,64.31,22.33,48.58,283.7,291.2,-26.25,-7.173,2.18,-33.42
2/6/2021 16:00,-0.1482849,0.07783302,0.1558021,0.1590157,-48.61568,1.517222,,0.545,-4.925,68.99,23.6,49.99,281.6,291.8,-26.41,-8.91,2.121,-35.32
2/6/2021 17:00,-0.1622009,0.07788225,0.1558582,0.1590294,-21.38278,2.435972,,0.341,-4.929,70.48,4.572,10.22,284,291,-5.639,-7.406,2.425,-13.04
2/6/2021 18:00,-0.1694073,0.07793149,0.1559257,0.1590013,-16.90838,2.44,,0.231,-4.724,69.51,0.188,0.712,285.8,291.8,-0.512,-6.568,1.157,-7.08
2/6/2021 19:00,-0.1702281,0.0779725,0.1559609,0.1589849,-12.56124,2.510416,,0.103,-4.522,79.63,-0.085,-0.038,288.6,293.2,-0.051,-5.196,1.746,-5.247
2/6/2021 20:00,-0.1695001,0.07799205,0.1560139,0.158941,-7.618485,2.126458,,0.158,-4.861,83,-0.057,-0.018,291.4,293.8,-0.042,-3.143,1.368,-3.185
2/6/2021 21:00,-0.1707784,0.07803019,0.1560819,0.1589917,-5.914772,1.761527,,0.378,-5.039,87.2,-0.035,0.005,292.6,294,-0.049,-2.072,-1.725,-2.121
2/6/2021 22:00,-0.1709557,0.0780455,0.1561125,0.1589473,-5.780326,2.007916,,0.331,-5.009,85.2,-0.037,0.046,292.9,294.2,-0.08,-1.992,3.836,-2.071
2/6/2021 23:00,-0.1709989,0.07803655,0.1561822,0.1589121,-5.489437,1.789514,,0.219,-4.939,88.6,-0.034,-0.01,293.1,294.3,-0.034,-1.933,-0.427,-1.967
2/7/2021 0:00,-0.1708692,0.07808109,0.1562762,0.1589176,-3.751076,1.80757,,0.155,-5.202,90,-0.036,0.008,293.3,294,-0.046,-1.431,0.141,-1.477
2/7/2021 1:00,-0.170091,0.07811614,0.1562922,0.158903,-4.632914,1.975209,,0.461,-5.183,90.7,-0.022,-0.015,293.1,293.9,-0.007,-1.544,-0.458,-1.551
2/7/2021 2:00,-0.1693722,0.07814649,0.1563522,0.158867,-3.395539,1.903819,,0.479,-5.23,91.5,-0.026,0.02,293.6,294.1,-0.05,-1.204,0.086,-1.253
2/7/2021 3:00,-0.1683058,0.07819687,0.1563842,0.1588492,-3.8703,1.626527,,0.329,-5.266,88.3,-0.018,0.023,293.3,293.8,-0.044,-1.178,-3.778,-1.222
2/7/2021 4:00,-0.1703391,0.07822733,0.1564602,0.1588502,-4.914153,1.685139,,0.362,-5.05,80.9,-0.026,0.001,292.9,293.9,-0.024,-1.691,-4.666,-1.715
2/7/2021 5:00,-0.1689701,0.07823236,0.1565226,0.1588221,-5.032385,1.835417,,0.579,-5.364,84.9,-0.043,-0.003,291.7,292.7,-0.034,-1.581,1.859,-1.615
2/7/2021 6:00,-0.1655707,0.07826711,0.1565698,0.1588218,-6.534365,2.34861,,0.548,-5.309,81,-0.025,-0.04,290.8,292.4,-0.011,-2.351,-2.58,-2.362
2/7/2021 7:00,-0.1645691,0.07828576,0.1565909,0.1587564,-11.59851,3.145833,,0.527,-5.284,80.6,-0.028,0.121,287.7,291.6,-0.185,-4.654,-0.349,-4.839
2/7/2021 8:00,-0.1652868,0.07834299,0.1566674,0.1587473,-16.7667,2.858333,,0.55,-5.095,77.49,3.466,7.81,285.1,292,-4.371,-7.489,2.42,-11.86
2/7/2021 9:00,-0.1684694,0.07837955,0.1567368,0.1586972,-46.40235,3.030902,,0.531,-4.474,60.76,21.02,45.34,272.1,291.5,-24.35,-18.47,2.16,-42.81
2/7/2021 10:00,-0.147066,0.07837184,0.1567558,0.1585896,-76.30673,2.707152,,0.536,-3.492,61.77,47.78,116.9,245.7,293.2,-67.78,-46.92,2.402,-114.7
2/7/2021 11:00,-0.1521834,0.07841083,0.1568879,0.1586037,-12.61643,3.228333,,0.575,-2.65,52.6,101.5,252.3,250,303.6,-151,-54.42,2.469,-205.4
2/7/2021 12:00,-0.1629446,0.07827175,0.1570521,0.1586014,-3.625843,3.50875,,0.482,-1.366,51.54,137,329.8,234.6,310.3,-194.5,-76.37,2.431,-270.9
2/7/2021 13:00,-0.1718884,0.07825602,0.1570587,0.1586323,73.04133,3.767709,,0.541,-0.313,40.89,146,344.9,228.7,312.2,-198.6,-84.1,2.429,-282.6
2/7/2021 14:00,-0.177073,0.07842603,0.1570368,0.1585872,58.59745,3.593957,,0.185,0.113,37.23,90.4,254.8,224.6,309.4,-166.2,-85.4,4.257,-251.6
2/7/2021 15:00,-0.1800712,0.07864584,0.1570409,0.1585204,36.46916,3.338541,,0.194,0.329,36.45,75.69,151.2,225.9,304.5,-76.06,-79.43,2.182,-155.5
2/7/2021 16:00,-0.1667339,0.07863531,0.1570552,0.1584503,-27.3153,3.089166,,0.844,-0.428,36.15,20.04,39.59,231.3,295.7,-19.57,-65.08,2.164,-84.6
2/7/2021 17:00,-0.1669075,0.07866561,0.1571237,0.1584765,-28.30727,2.86875,,0.455,-0.235,33.82,12.07,25.19,249.2,296.1,-13.11,-47.61,2.108,-60.71
2/7/2021 18:00,-0.1746336,0.07876396,0.157172,0.1584837,-42.74794,2.953125,,0.157,-0.438,33,0.764,2.634,241.1,293.3,-1.904,-52.9,1.493,-54.8
2/7/2021 19:00,-0.1705797,0.07878406,0.1571555,0.1584439,-57.34277,2.443472,,0.14,-1.027,36.2,-0.662,-0.185,222.9,286.5,-0.467,-62.66,0.285,-63.13
2/7/2021 20:00,-0.1672022,0.07883867,0.1572298,0.1584425,-59.88641,2.679791,,0.155,-1.453,38.6,-0.721,0.057,217.7,284.9,-0.818,-65.69,-0.109,-66.51
2/7/2021 21:00,-0.1644832,0.0788594,0.1572939,0.1584211,-49.9292,2.80125,,0.173,-1.827,35.34,-0.604,-0.103,230.1,285.2,-0.515,-53.58,0.167,-54.09
2/7/2021 22:00,-0.1651611,0.0789208,0.1573745,0.1584042,-30.74373,2.887083,,0.158,-1.83,37.81,-0.431,-0.064,252.9,289,-0.358,-34.66,0.205,-35.02
2/7/2021 23:00,-0.1651611,0.07897437,0.1575033,0.158376,-22.46098,2.804166,,0.155,-1.693,34.77,-0.336,-0.079,263.8,291,-0.232,-26.04,0.456,-26.28
2/8/2021 0:00,-0.1651611,0.07897995,0.15755,0.1583722,-24.6179,2.922083,,0.153,-1.537,28.81,-0.328,-0.093,263.3,290.8,-0.25,-26.25,0.291,-26.5
2/8/2021 1:00,-0.1648293,0.07901528,0.1575896,0.1583677,-25.46763,2.705209,,0.188,-1.418,30.43,-0.357,-0.093,261.7,290.5,-0.263,-27.55,0.368,-27.81
2/8/2021 2:00,-0.1647357,0.07907325,0.157684,0.1583357,-24.58978,2.508333,,0.156,-1.347,29.18,-0.347,-0.155,261,290.2,-0.18,-27.91,0.575,-28.09
2/8/2021 3:00,-0.1641468,0.07911602,0.1577412,0.1583165,-22.26484,2.75611,,0.196,-1.335,29.56,-0.334,-0.177,264,290.7,-0.172,-25.52,0.639,-25.69
2/8/2021 4:00,-0.1623591,0.07917266,0.157806,0.1582913,-20.19718,3.078542,,0.342,-1.327,29.58,-0.318,-0.168,267.3,291.5,-0.155,-23.18,0.614,-23.34
2/8/2021 5:00,-0.1613978,0.07923356,0.1578935,0.1582989,-20.84192,2.998125,,0.153,-1.268,28.68,-0.304,-0.124,267.4,291.5,-0.223,-23.19,0.513,-23.41
2/8/2021 6:00,-0.1597075,0.07928196,0.1579818,0.1583158,-22.71504,2.891042,,0.165,-1.133,22.58,-0.302,-0.154,266.6,291.8,-0.138,-24.64,0.721,-24.78
2/8/2021 7:00,-0.1586206,0.0793483,0.1580313,0.1582825,-25.19546,2.733125,,0.15,-1.205,24.8,-0.315,-0.069,261.3,290.1,-0.261,-27.98,0.765,-28.24
2/8/2021 8:00,-0.1566973,0.07941916,0.1580998,0.1582925,-22.68412,2.510625,,0.131,-1.301,25.35,6.093,12.04,256.8,290.4,-5.963,-32.99,2.151,-38.95
2/8/2021 9:00,-0.1373384,0.0794562,0.1581145,0.1582333,-18.34752,2.53993,,0.123,-0.694,23.39,36.06,75.01,253,296.9,-39.13,-44.56,2.054,-83.7
2/8/2021 10:00,-0.1443499,0.07958795,0.1582057,0.1581812,-79.67139,2.838818,,0.145,0.813,22.81,112.6,270.8,221.1,312.4,-157.9,-92.3,2.395,-250.2
2/8/2021 11:00,-0.1557882,0.07969023,0.1582347,0.1581728,-48.85622,3.032084,,0.18,1.38,25.2,160.6,359.3,216.7,322.1,-198.3,-106.1,2.237,-304.3
2/8/2021 12:00,-0.1609305,0.07978456,0.1582929,0.1581659,21.01276,2.984375,,0.146,1.761,21.38,180.3,360.5,220.3,325.6,-180.2,-105.8,2.001,-286.1
2/8/2021 13:00,-0.1635907,0.07992516,0.1583998,0.1581133,129.2647,2.818751,,0.141,2.045,28.4,155.8,304.8,222.2,325.6,-148.9,-104.1,2.014,-253
2/8/2021 14:00,-0.1627027,0.080516,0.1586861,0.1577785,98.85915,2.656527,,0.141,1.896,27.98,108.8,239.3,223.7,323.3,-130.2,-100.3,5.414,-230.5
2/8/2021 15:00,-0.1556412,0.08166019,0.1580891,0.1573126,24.28037,2.304583,,0.074,0.915,27.65,57.99,96.7,226.5,312.4,-38.72,-86.7,1.694,-125.4
2/8/2021 16:00,-0.1435983,0.08180425,0.1579799,0.1574007,-13.57434,1.97368,,0.091,0.231,29.52,25.81,32.07,226.5,303.3,-6.162,-77.71,1.502,-83.9
